dataset,accuracy_dropout,accuracy_ensemble,accuracy_mean,accuracy_mean_rep_ridge,accuracy_standard_deviation,accuracy_std_rep_ridge,delta_mean,margin_dropout,margin_ensemble,margin_roc_auc_dropout,margin_roc_auc_ensemble,maxprob_dropout,maxprob_ensemble,maxprob_roc_auc_dropout,maxprob_roc_auc_ensemble,mutual_information_dropout,mutual_information_ensemble,mutual_information_roc_auc_dropout,mutual_information_roc_auc_ensemble,predictive_entropy_dropout,predictive_entropy_ensemble,predictive_entropy_roc_auc_dropout,predictive_entropy_roc_auc_ensemble,std_averaged_over_ensemble_dropout,std_averaged_over_ensemble_ensemble,std_averaged_over_ensemble_roc_auc_dropout,std_averaged_over_ensemble_roc_auc_ensemble,std_dropout,std_ensemble,std_roc_auc_dropout,std_roc_auc_ensemble
FreezerRegularTrain,0.9898245930671692,0.9961403608322144,0.99757895,0.9974385964912283,0.0002589,0.0001607921296476,0.0001403535087716,0.867111086845398,0.9770119190216064,0.9313278490141672,0.9774888725223352,0.867111086845398,0.9770119190216064,0.9313278490141672,0.9774888725223352,0.9100574254989624,0.9719234108924866,0.9426346734466868,0.9724614941240514,0.867111086845398,0.9770119190216064,0.9313278490141672,0.9774888725223352,0.9033747911453248,0.9732093214988708,0.9398476940189954,0.9737423548624676,0.867111086845398,0.9770119190216064,0.9313278490141672,0.9774888725223352
FreezerSmallTrain,0.909473717212677,0.9270175695419312,0.95192982,0.951157894736842,0.00676141,0.0021099363338067,0.000771925263158,0.7411192655563354,0.8595631122589111,0.8066838034740166,0.9076793877016248,0.7425710558891296,0.8598570823669434,0.8067824971289119,0.9076802975601236,0.7739924192428589,0.8622692227363586,0.8305086013015599,0.9106282390962558,0.7226102352142334,0.8595631122589111,0.80652903387884,0.9076802975601236,0.7491569519042969,0.8613857626914978,0.8229241434587041,0.9099185494671868,0.7411192655563354,0.8595631122589111,0.8066838034740167,0.9076793877016248
Fungi,0.5322580933570862,0.7795698642730713,1.0,1.0,0.0,0.0,0.0,0.2862400412559509,0.9048305749893188,0.5851619644723093,0.9128679562657696,0.2995212376117706,0.8869978189468384,0.5872518286311389,0.9009251471825062,0.3931962847709656,0.9403223991394044,0.6256821084407291,0.944995794785534,0.3177284002304077,0.7929722666740417,0.5934053175432485,0.8351555929352397,0.3446064591407776,0.9525206089019777,0.6073377452687797,0.9545836837678722,0.2992463409900665,0.8657726645469666,0.5866713108092418,0.8847771236333053
GestureMidAirD1,0.7230769395828247,0.7230769395828247,0.80615385,0.8153846153846154,0.00324336,0.0059584359172421,-0.0092307653846154,0.6812706589698792,0.698678731918335,0.7627068557919623,0.779550827423168,0.6777472496032715,0.7002797722816467,0.7615248226950355,0.7804373522458629,0.6977449059486389,0.5352818965911865,0.7783687943262412,0.6755319148936171,0.6485047340393066,0.6747921705245972,0.7514775413711585,0.7659574468085107,0.7212152481079102,0.6097069978713989,0.7907801418439716,0.7183806146572104,0.672927975654602,0.6920031309127808,0.7576832151300237,0.774822695035461
GestureMidAirD2,0.6692307591438293,0.6692307591438293,0.68307692,0.7023076923076923,0.00486504,0.0035250582268891,-0.0192307723076923,0.5310853123664856,0.5303932428359985,0.7209302325581395,0.7383052659716653,0.5509671568870544,0.570796549320221,0.7372360331462178,0.7612937717187919,0.4460384249687195,0.3026456236839294,0.664795509222133,0.6145415664260894,0.5328059196472168,0.5683808922767639,0.731355252606255,0.7634322373696872,0.5090660452842712,0.4405324161052704,0.7054263565891474,0.6784282277465918,0.55317223072052,0.5758498907089233,0.7404437316225608,0.7658380112269446
GestureMidAirD3,0.4615384638309479,0.4153846204280853,0.57846154,0.5,0.00606777,0.0124034734589208,0.07846154,0.2152206748723983,0.405161052942276,0.5747619047619048,0.6868908382066277,0.2431971281766891,0.4181505739688873,0.5959523809523809,0.699317738791423,0.2820956110954284,0.4018440842628479,0.6297619047619049,0.6798245614035088,0.2481490969657898,0.4010397791862488,0.595,0.6698343079922027,0.3024327456951141,0.4205993115901947,0.6354761904761905,0.6920077972709552,0.2471571713685989,0.4062751829624176,0.6007142857142858,0.6883528265107212
GesturePebbleZ1,0.8139534592628479,0.8139534592628479,0.96627907,0.8534883720930232,0.03486218,0.0085447316608715,0.1127906979069768,0.7374836802482605,0.7457267045974731,0.789955357142857,0.8071428571428572,0.7403494715690613,0.744141161441803,0.7957589285714284,0.8100446428571428,0.741259753704071,0.7563425898551941,0.796875,0.8185267857142857,0.7510471343994141,0.7506048083305359,0.8082589285714287,0.8169642857142857,0.7374448776245117,0.7666500210762024,0.7904017857142855,0.8236607142857143,0.7453425526618958,0.7491508722305298,0.8008928571428572,0.8147321428571428
GesturePebbleZ2,0.7341772317886353,0.7278481125831604,0.89113924,0.7955696202531646,0.00833267,0.0075154063842012,0.0955696197468354,0.662415623664856,0.6523042917251587,0.7822249589490968,0.7813953488372093,0.6650602221488953,0.6508777141571045,0.784688013136289,0.7799797775530839,0.6797311902046204,0.6546502113342285,0.7879720853858785,0.7799797775530839,0.6598080992698669,0.6455205082893372,0.7818144499178983,0.7749241658240646,0.6751654148101807,0.6653032302856445,0.788382594417077,0.7906976744186046,0.6636770367622375,0.6481346487998962,0.7828407224958949,0.7767441860465116
GunPointAgeSpan,0.9525316953659058,0.9462025761604308,0.99683544,0.9968354430379748,0.0,1.1102230246251563e-16,-3.0379747606446013e-09,0.9342160820961,0.955555021762848,0.9382059800664452,0.956128270706276,0.9342160820961,0.955555021762848,0.9382059800664452,0.956128270706276,0.9372270703315736,0.9715541005134584,0.9397563676633444,0.9710800708243162,0.9342160820961,0.955555021762848,0.9382059800664452,0.956128270706276,0.9365843534469604,0.965665638446808,0.9397563676633442,0.9657682470981704,0.9342160820961,0.955555021762848,0.9382059800664452,0.956128270706276
GunPointMaleVersusFemale,0.9873418211936952,0.9873418211936952,0.99778481,0.9974683544303796,0.00152863,0.0012658227848101,0.0003164555696202,0.9865126609802246,0.9681687355041504,0.984775641025641,0.967147435897436,0.9865126609802246,0.9681687355041504,0.984775641025641,0.967147435897436,0.987373948097229,0.9743220210075378,0.9855769230769232,0.9735576923076924,0.9865126609802246,0.9681687355041504,0.984775641025641,0.967147435897436,0.987373948097229,0.9752198457717896,0.9855769230769232,0.9743589743589745,0.9865126609802246,0.9681687355041504,0.984775641025641,0.967147435897436
GunPointOldVersusYoung,0.9936507940292358,0.9873015880584716,0.99047619,0.993015873015873,0.00334633,0.0019047619047618,-0.002539683015873,0.9869394898414612,0.999968409538269,0.9840255591054312,0.9967845659163987,0.9869394898414612,0.999968409538269,0.9840255591054312,0.9967845659163987,0.9771206378936768,0.9780380129814148,0.97444089456869,0.9766881028938906,0.9869394898414612,0.999968409538269,0.9840255591054312,0.9967845659163987,0.9820433259010316,0.9917330741882324,0.9792332268370608,0.9895498392282958,0.9869394898414612,0.999968409538269,0.9840255591054312,0.9967845659163987
HouseTwenty,0.8991597294807434,0.890756368637085,0.96386555,0.9596638655462184,0.00405921,0.0050420168067226,0.0042016844537815,0.8228744864463806,0.9148024320602416,0.8465732087227413,0.9187227866473152,0.8228744864463806,0.9148024320602416,0.8465732087227413,0.9187227866473152,0.8322992920875549,0.9170633554458618,0.8535825545171339,0.9216255442670536,0.8228744864463806,0.9148024320602416,0.8465732087227413,0.9187227866473152,0.8276354074478149,0.9152543544769288,0.8496884735202492,0.9201741654571844,0.8228744864463806,0.9148024320602416,0.8465732087227413,0.9187227866473152
InsectEPGRegularTrain,0.9879517555236816,0.9919678568840028,0.99959839,1.0,0.00126999,0.0,-0.00040161,0.9999662041664124,0.9999823570251464,0.9959349593495936,0.9979757085020242,0.9999662041664124,0.9999823570251464,0.9959349593495936,0.9979757085020242,0.986046314239502,0.9684560298919678,0.9823848238482386,0.965587044534413,0.9999662041664124,1.002031326293945,0.997289972899729,1.0,0.9930379986763,0.9769741296768188,0.9905149051490516,0.9736842105263158,0.9999662041664124,0.9999823570251464,0.997289972899729,0.9979757085020242
InsectEPGSmallTrain,0.9236947298049928,0.9196786880493164,0.9815261,0.9835341365461848,0.00431714,0.0028112449799196,-0.0020080365461847,0.952365219593048,0.9202768802642822,0.9533180778032035,0.9270742358078602,0.952365219593048,0.9198929071426392,0.9533180778032035,0.9268558951965066,0.9567782282829284,0.8543792963027954,0.95720823798627,0.8705240174672488,0.952365219593048,0.9096972346305848,0.9533180778032035,0.916593886462882,0.9550715684890748,0.8619589805603027,0.9556064073226544,0.8768558951965065,0.9160585999488832,0.9138715863227844,0.9336384439359268,0.9216157205240174
MelbournePedestrian,0.8834154605865479,0.8887520432472229,0.90348503,0.9064860426929392,0.00293248,0.0020996242779219,-0.0030010126929392,0.8893909454345703,0.9058995842933656,0.9074329807843342,0.918781691281116,0.8913697600364685,0.9064462780952454,0.9094815173569296,0.9192776731462464,0.8972140550613403,0.8663014769554138,0.9097204042096444,0.884153294188831,0.8839317560195923,0.8994463682174683,0.9032851850882244,0.9129867141627536,0.8994835019111633,0.8830191493034363,0.9130222786533329,0.8980663524880053,0.8900775909423828,0.9045718312263488,0.9082789020367558,0.9174846390496236
MixedShapesRegularTrain,0.9447422623634338,0.946391761302948,0.97043299,0.9712164948453608,0.00091282,0.0013775911825558,-0.0007835048453608,0.8862947821617126,0.9307715892791748,0.920118959979674,0.941608848667672,0.884656548500061,0.9305124878883362,0.9196629250083064,0.941773085302497,0.9305723905563354,0.9420128464698792,0.9393212896668992,0.948781632311044,0.8815292716026306,0.9275937676429749,0.9175521345694052,0.9390849673202616,0.9237313866615297,0.9402413368225098,0.936262597966084,0.9481481481481482,0.8844857811927795,0.9301098585128784,0.9195065701609804,0.9413775766716944
MixedShapesSmallTrain,0.9076288342475892,0.9055669903755188,0.93863918,0.9367835051546392,0.00169245,0.0015869592911252,0.0018556748453608,0.862496554851532,0.8967708349227905,0.901570714610242,0.9139881165437757,0.8606621623039246,0.8988683819770813,0.9014997241513596,0.9160124402446688,0.9072955250740052,0.8902277946472168,0.9216508729798144,0.9028125770555436,0.8587775230407715,0.9005159139633179,0.9006458103459467,0.9177106449996422,0.8951087594032288,0.8914066553115845,0.915833711949114,0.9050874555563508,0.8606982231140137,0.899895191192627,0.9015362335302136,0.9170405103363798
PLAID,0.7616387605667114,0.7951582670211792,0.88957169,0.8456238361266294,0.00393076,0.0040328506196848,0.0439478538733706,0.8032875061035156,0.8628917932510376,0.8530333129584351,0.8839259101554184,0.8126041889190674,0.8663036227226257,0.8596424205378973,0.8869916968277625,0.7622455954551697,0.8086127042770386,0.8192810207823961,0.8491164573131785,0.806990385055542,0.8622621893882751,0.8542558068459659,0.8839684905258677,0.7971475124359131,0.8553460240364075,0.8465388141809291,0.8784756227379178,0.8124905228614807,0.8659709095954895,0.8593558985330073,0.8867149244198425
PickupGestureWiimoteZ,0.6599999666213989,0.6800000071525574,0.81,0.7,0.02160247,0.0,0.1100000000000001,0.7028419375419617,0.8478654623031616,0.7718360071301248,0.8676470588235294,0.7304322719573975,0.8585716485977173,0.7914438502673797,0.875,0.6465832591056824,0.7452448010444641,0.7183600713012478,0.7977941176470589,0.7575654983520508,0.8692800998687744,0.8128342245989305,0.8841911764705882,0.6841766834259033,0.7826771140098572,0.7433155080213905,0.8198529411764706,0.733583390712738,0.8585716485977173,0.7950089126559715,0.875
PigAirwayPressure,0.144230768084526,0.1298076957464218,0.08846154,0.4423076923076922,0.00336157,0.0098528372749611,-0.3538461523076922,0.5219915509223938,0.575674295425415,0.7464419475655432,0.807243707796194,0.5743672847747803,0.5908163785934448,0.7717228464419476,0.7982402291794557,0.1220209226012229,0.3689338266849518,0.4900749063670412,0.6093718027419684,0.4616388976573944,0.449491024017334,0.6739700374531835,0.6683036627788008,0.3060605823993683,0.4682947993278503,0.5720973782771536,0.6488643339472068,0.521864652633667,0.5171223878860474,0.7308988764044944,0.7346020053202373
PigArtPressure,0.8125000596046448,0.8076923489570618,0.95288462,0.9576923076923078,0.00379236,0.0019230769230769,-0.0048076876923078,0.6089320778846741,0.8585442304611206,0.8302230314064634,0.8816964285714286,0.6108974814414978,0.8459298610687256,0.8311333636777423,0.8741071428571427,0.7991296648979187,0.8366423845291138,0.8704293733879532,0.8599702380952381,0.5857247710227966,0.817952036857605,0.8220300409649522,0.8574404761904763,0.7247537970542908,0.8614298701286316,0.8631467152177211,0.8782738095238094,0.6092236638069153,0.8406295776367188,0.8294644211803975,0.8699404761904762
PigCVP,0.6826923489570618,0.6875,0.93269231,0.9442307692307692,0.00392546,0.0031890622984186,-0.0115384592307692,-0.1400981992483139,-0.138180062174797,0.5991250533504054,0.5992469069392146,-0.1469582468271255,-0.1442328095436096,0.5949637217242851,0.5968800430338892,-0.1188315823674202,-0.1668915599584579,0.6070209133589415,0.5648197955890264,-0.1705774813890457,-0.1743183881044387,0.5802390098164746,0.5779451317912856,-0.1261601150035858,-0.1578714549541473,0.6048868971404182,0.5784830554061323,-0.148547276854515,-0.146916314959526,0.5941101152368757,0.5954814416352877
PowerCons,0.9611111283302308,0.9666666984558104,0.93111111,0.9472222222222222,0.00702728,0.0056927504255331,-0.0161111122222221,0.8833028674125671,0.8991793990135193,0.902559867877787,0.913793103448276,0.8833028674125671,0.8991793990135193,0.902559867877787,0.913793103448276,0.8850386142730713,0.9049665331840516,0.9042113955408752,0.9118773946360156,0.8833028674125671,0.8991793990135193,0.902559867877787,0.913793103448276,0.8840447068214417,0.9148226976394652,0.9033856317093312,0.9233716475095786,0.8833028674125671,0.8991793990135193,0.902559867877787,0.913793103448276
Rock,0.6599999666213989,0.6599999666213989,0.898,0.9,0.00632456,0.0,-0.002,0.7218368053436279,0.6899620890617371,0.7629233511586453,0.7754010695187167,0.7201376557350159,0.6770245432853699,0.7611408199643493,0.768270944741533,0.7450066208839417,0.6758084893226624,0.7843137254901962,0.7629233511586453,0.7271372079849243,0.6650782227516174,0.768270944741533,0.7557932263814616,0.7364122271537781,0.6872600317001343,0.7771836007130125,0.7718360071301248,0.7216763496398926,0.671816885471344,0.7629233511586453,0.7629233511586453
SemgHandGenderCh2,0.871666669845581,0.8966667056083679,0.923,0.8985,0.00581611,0.0063879226322455,0.0245,0.8210741877555847,0.7954898476600647,0.8548583347818529,0.8338230003597554,0.8210741877555847,0.7954898476600647,0.8548583347818529,0.8338230003597554,0.7946682572364807,0.767488420009613,0.8357378758908395,0.8173042331214775,0.8210741877555847,0.7954898476600647,0.8548583347818529,0.8338230003597554,0.8078707456588745,0.7913877367973328,0.8449256288644434,0.8319043050725508,0.8210741877555847,0.7954898476600647,0.8548583347818529,0.8338230003597554
SemgHandMovementCh2,0.5844444632530212,0.6222222447395325,0.64444444,0.6062222222222222,0.00863845,0.0112348663642351,0.0382222177777777,0.6482769250869751,0.6714847683906555,0.7541530265753036,0.7736554621848738,0.6773862838745117,0.697144091129303,0.7752384050751306,0.7910294117647059,0.3115228712558746,0.5022669434547424,0.5804883999918669,0.6722268907563025,0.6677074432373047,0.6912684440612793,0.7709684634309997,0.7910084033613445,0.4669051170349121,0.5680831074714661,0.6608243020678718,0.7065546218487395,0.676232099533081,0.6982811093330383,0.7749944084097516,0.792689075630252
SemgHandSubjectCh2,0.8133333325386047,0.8311111330986023,0.88355556,0.8455555555555556,0.00603601,0.0080277297191948,0.0380000044444444,0.8318566083908081,0.8568438291549683,0.8609810044236275,0.8796087813115677,0.8567378520965576,0.8736671209335327,0.8814077543585741,0.8939276667604842,0.7149703502655029,0.79496830701828,0.7686703096539161,0.8346467773712356,0.8741196990013123,0.8858224153518677,0.8947111631537861,0.90384886011821,0.779601514339447,0.8386025428771973,0.8186312776476711,0.8658879819870532,0.8666126132011414,0.8813735246658325,0.8901249024199844,0.900963974106389
ShakeGestureWiimoteZ,0.7199999690055847,0.7999999523162842,0.892,0.8800000000000001,0.01032796,1.1102230246251563e-16,0.0119999999999999,0.7313511371612549,0.6868199110031128,0.8194444444444444,0.8125,0.7305306792259216,0.6815937757492065,0.8194444444444445,0.81,0.7325218319892883,0.6254933476448059,0.8174603174603174,0.7549999999999999,0.7274408936500549,0.6914412379264832,0.8154761904761905,0.8075000000000001,0.7317536473274231,0.6203117370605469,0.8174603174603174,0.76,0.7230032682418823,0.6846234798431396,0.8115079365079365,0.8125
SmoothSubspace,0.9399999976158142,0.9466667175292968,0.97933333,0.9793333333333332,0.00210819,0.0019999999999999,-3.333333276067662e-09,0.800890326499939,0.8451659679412842,0.8321513002364067,0.8617957746478873,0.800890326499939,0.8441155552864075,0.8321513002364067,0.8609154929577465,0.8265437483787537,0.8727526664733887,0.8502758077226162,0.8820422535211268,0.7956369519233704,0.8402588367462158,0.8282111899133175,0.858274647887324,0.8164860606193542,0.8637481331825256,0.8416075650118203,0.875,0.800890326499939,0.8441155552864075,0.8321513002364067,0.8609154929577465
UMD,0.9722222089767456,0.9722222089767456,0.99236111,0.986111111111111,0.00219603,1.1102230246251563e-16,0.0062499988888889,0.7228089570999146,0.3071710765361786,0.8303571428571429,0.75625,0.7228089570999146,0.3072101771831512,0.8303571428571429,0.7526785714285715,0.7081267237663269,0.1613866090774536,0.8196428571428571,0.7464285714285714,0.7191483974456787,0.0493534244596958,0.8250000000000001,0.7464285714285714,0.7155008316040039,0.1595231592655182,0.8267857142857143,0.7446428571428572,0.7173376679420471,0.1173029690980911,0.8285714285714286,0.75
